"row_id","order_date","ship_date","ship_mode","sales","quantity","discount","profit","returned"
"4755","2019-02-03","2019-02-08","Standard Class","3.88","2","0.70","-2.59",NULL
"4756","2019-02-03","2019-02-08","Standard Class","115.30","3","0.20","40.35",NULL
"4757","2019-09-21","2019-09-25","Standard Class","1.91","2","0.70","-1.53",NULL
"4758","2019-04-30","2019-05-05","Standard Class","43.37","7","0.80","-69.40",NULL
"4760","2016-11-03","2016-11-07","Standard Class","48.90","2","0.20","18.34",NULL
"4761","2016-11-03","2016-11-07","Standard Class","7.86","2","0.20","2.85",NULL
"4762","2018-12-30","2019-01-04","Standard Class","5.90","2","0.20","1.99",NULL
"4763","2018-12-30","2019-01-04","Standard Class","13.71","2","0.20","1.03",NULL
"4767","2017-03-09","2017-03-12","First Class","113.52","5","0.20","29.80",NULL
"4768","2017-03-09","2017-03-12","First Class","359.88","3","0.20","22.49",NULL
"4769","2019-06-02","2019-06-03","Same Day","25.34","4","0.20","9.19",NULL
"4770","2018-09-19","2018-09-24","Second Class","11.95","3","0.20","4.18",NULL
"4772","2016-10-31","2016-11-03","Second Class","742.34","8","0.20","83.51",NULL
"4773","2019-11-23","2019-11-27","Standard Class","6.46","1","0.60","-4.04",NULL
"4774","2019-11-23","2019-11-27","Standard Class","11.52","5","0.20","4.18",NULL
"4775","2019-11-23","2019-11-27","Standard Class","222.38","2","0.20","16.68",NULL
"4780","2016-07-08","2016-07-10","First Class","63.88","1","0.10","10.65",NULL
"4781","2016-11-07","2016-11-12","Standard Class","683.14","4","0.30","0.00",NULL
"4782","2016-11-07","2016-11-12","Standard Class","1.48","3","0.80","-2.21",NULL
"4783","2016-11-07","2016-11-12","Standard Class","40.71","7","0.20","3.56",NULL
"4785","2017-12-11","2017-12-16","Standard Class","13.12","5","0.20","1.15",NULL
"4786","2017-12-11","2017-12-16","Standard Class","69.58","4","0.70","-143.79",NULL
"4787","2017-12-11","2017-12-16","Standard Class","4.22","3","0.20","0.48",NULL
"4788","2017-12-11","2017-12-16","Standard Class","58.08","4","0.20","-6.53",NULL
"4789","2017-12-11","2017-12-16","Standard Class","52.42","9","0.20","15.07",NULL
"4790","2017-12-11","2017-12-16","Standard Class","54.92","5","0.20","10.98",NULL
"4791","2017-12-11","2017-12-16","Standard Class","364.95","5","0.50","-248.17",NULL
"4792","2017-12-11","2017-12-16","Standard Class","85.06","3","0.20","28.71",NULL
"4793","2017-12-11","2017-12-16","Standard Class","27.70","3","0.20","9.69",NULL
"4797","2018-05-14","2018-05-19","Standard Class","57.58","3","0.70","-44.15",NULL
"4798","2018-05-14","2018-05-19","Standard Class","31.10","6","0.20","10.89",NULL
"4799","2018-05-14","2018-05-19","Standard Class","30.19","3","0.20","8.30",NULL
"4800","2018-05-14","2018-05-19","Standard Class","43.60","5","0.20","4.36",NULL
"4801","2018-05-14","2018-05-19","Standard Class","4.77","2","0.20","0.42",NULL
"4802","2018-05-14","2018-05-19","Standard Class","10.38","2","0.70","-7.61",NULL
"4803","2018-05-14","2018-05-19","Standard Class","13.39","8","0.70","-9.82",NULL
"4804","2019-07-13","2019-07-17","Second Class","39.59","1","0.40","-7.26",NULL
"4805","2019-07-13","2019-07-17","Second Class","91.01","9","0.20","19.34",NULL
"4809","2016-11-23","2016-11-28","Standard Class","62.81","3","0.20","21.20",NULL
"4812","2018-11-14","2018-11-19","Second Class","380.06","3","0.30","-21.72",NULL
"4813","2018-11-14","2018-11-19","Second Class","1199.98","4","0.40","180.00",NULL
"4814","2018-11-14","2018-11-19","Second Class","48.58","3","0.20","9.72",NULL
"4816","2016-12-26","2016-12-31","Standard Class","18.26","3","0.20","6.16",NULL
"4817","2016-12-26","2016-12-31","Standard Class","34.66","2","0.20","5.63",NULL
"4818","2016-12-26","2016-12-31","Standard Class","81.55","2","0.20","8.16",NULL
"4819","2016-12-26","2016-12-31","Standard Class","227.14","4","0.20","-42.59",NULL
"4821","2017-04-07","2017-04-11","Standard Class","463.25","8","0.80","-1181.28",NULL
"4822","2017-04-07","2017-04-11","Standard Class","383.95","6","0.20","47.99",NULL
"4823","2018-07-10","2018-07-11","Same Day","44.86","6","0.70","-35.88",NULL
"4824","2018-11-21","2018-11-26","Standard Class","30.35","7","0.70","-24.28",NULL
"4825","2018-11-21","2018-11-26","Standard Class","127.55","3","0.30","-9.11",NULL
"4826","2018-11-21","2018-11-26","Standard Class","77.95","3","0.20","15.59",NULL
"4827","2019-11-12","2019-11-15","First Class","14.02","4","0.20","4.91",NULL
"4830","2018-05-15","2018-05-21","Standard Class","13.78","3","0.20","4.48",NULL
"4835","2019-10-05","2019-10-10","Standard Class","39.92","5","0.20","13.47",NULL
"4837","2019-10-05","2019-10-10","Standard Class","19.94","4","0.20","7.23",NULL
"4838","2019-06-01","2019-06-03","First Class","3.80","2","0.70","-2.66",NULL
"4839","2019-06-01","2019-06-03","First Class","27.74","6","0.20","10.06",NULL
"4840","2019-06-01","2019-06-03","First Class","158.38","4","0.40","-34.31",NULL
"4842","2018-12-23","2018-12-28","Standard Class","5.55","3","0.70","-4.07",NULL
"4843","2019-09-29","2019-10-04","Standard Class","243.92","5","0.20","-54.88",NULL
"4845","2016-04-04","2016-04-05","First Class","7.18","2","0.20","2.25",NULL
"4846","2017-07-23","2017-07-26","Second Class","10.51","3","0.20","3.68",NULL
"4847","2016-06-25","2016-06-27","Second Class","263.96","5","0.20","19.80",NULL
"4848","2016-06-25","2016-06-27","Second Class","71.63","11","0.20","17.91",NULL
"4849","2016-06-25","2016-06-27","Second Class","9.33","1","0.20","0.82",NULL
"4851","2016-09-08","2016-09-14","Standard Class","975.92","5","0.20","121.99",NULL
"4857","2017-01-13","2017-01-17","Standard Class","70.01","3","0.20","24.50",NULL
"4860","2019-12-15","2019-12-19","Standard Class","10.19","7","0.20","1.02",NULL
"4862","2016-04-11","2016-04-16","Second Class","758.35","6","0.20","265.42",NULL
"4863","2018-11-10","2018-11-14","Standard Class","20.37","1","0.20","7.38",NULL
"4864","2018-11-10","2018-11-14","Standard Class","49.85","3","0.20","16.82",NULL
"4866","2019-11-13","2019-11-18","Standard Class","2404.70","6","0.20","150.29",NULL
"4867","2019-11-13","2019-11-18","Standard Class","563.02","11","0.20","190.02",NULL
"4870","2019-11-24","2019-11-29","Standard Class","89.99","2","0.40","-15.00",NULL
"4871","2019-11-24","2019-11-29","Standard Class","229.54","7","0.20","83.21",NULL
"4872","2019-05-23","2019-05-27","Standard Class","1.82","2","0.20","0.62",NULL
"4873","2019-05-23","2019-05-27","Standard Class","18.32","5","0.80","-46.72",NULL
"4874","2019-05-23","2019-05-27","Standard Class","48.82","3","0.20","-11.59",NULL
"4875","2019-05-23","2019-05-27","Standard Class","1.19","1","0.80","-1.96",NULL
"4876","2016-12-02","2016-12-07","Standard Class","119.80","5","0.20","29.95",NULL
"4877","2016-10-03","2016-10-09","Standard Class","61.57","2","0.20","4.62",NULL
"4878","2016-10-03","2016-10-09","Standard Class","6.19","3","0.20","0.46",NULL
"4879","2018-07-29","2018-07-31","First Class","2.21","3","0.70","-1.48",NULL
"4884","2019-03-08","2019-03-15","Standard Class","171.20","5","0.20","64.20",NULL
"4898","2016-10-15","2016-10-17","First Class","183.37","2","0.30","-7.86",NULL
"4899","2016-10-15","2016-10-17","First Class","7.97","2","0.20","2.89",NULL
"4900","2018-08-22","2018-08-27","Standard Class","26.35","8","0.70","-18.45",NULL
"4903","2019-03-07","2019-03-12","Standard Class","25.92","6","0.20","9.07",NULL
"4905","2016-12-01","2016-12-03","Second Class","674.06","3","0.30","-19.26",NULL
"4908","2016-11-18","2016-11-23","Second Class","11.81","8","0.70","-8.66",NULL
"4909","2016-11-18","2016-11-23","Second Class","9.59","2","0.40","-2.08",NULL
"4910","2019-01-14","2019-01-18","Standard Class","18.34","3","0.20","6.65","1"
"4911","2019-01-14","2019-01-18","Standard Class","36.29","7","0.20","12.70","1"
"4912","2019-01-14","2019-01-18","Standard Class","111.98","2","0.20","7.00","1"
"4913","2019-01-14","2019-01-18","Standard Class","5.97","5","0.70","-4.58","1"
"4914","2019-01-14","2019-01-18","Standard Class","2.51","2","0.70","-1.84","1"
"4916","2017-09-24","2017-09-26","Second Class","14.95","3","0.20","5.42",NULL
"4917","2019-10-09","2019-10-11","Second Class","67.14","7","0.20","5.88",NULL
"4918","2019-10-09","2019-10-11","Second Class","254.06","3","0.30","-32.66",NULL
"4921","2019-08-19","2019-08-23","Standard Class","2.30","2","0.80","-3.90",NULL
"4927","2019-10-19","2019-10-23","Standard Class","91.28","1","0.50","-67.54",NULL
"4933","2017-09-28","2017-10-04","Standard Class","12.54","1","0.20","4.23",NULL
"4934","2017-09-28","2017-10-04","Standard Class","1.08","2","0.70","-0.79",NULL
"4935","2017-09-28","2017-10-04","Standard Class","4.51","3","0.20","0.85",NULL
"4936","2017-03-15","2017-03-21","Standard Class","16.78","3","0.20","1.68",NULL
"4939","2016-01-13","2016-01-18","Standard Class","334.00","3","0.20","3.93",NULL
"4946","2018-09-05","2018-09-06","First Class","11.68","2","0.20","3.94","1"
"4949","2019-11-27","2019-12-02","Standard Class","117.49","7","0.20","41.12",NULL
"4958","2017-03-20","2017-03-26","Standard Class","2.51","2","0.80","-4.40",NULL
"4959","2017-03-20","2017-03-26","Standard Class","18.86","9","0.20","6.13",NULL
"4960","2018-11-18","2018-11-22","Standard Class","61.19","1","0.20","6.12",NULL
"4962","2016-03-07","2016-03-08","First Class","48.71","1","0.20","5.48",NULL
"4965","2018-05-15","2018-05-19","Second Class","7.76","4","0.70","-5.18",NULL
"4966","2017-05-25","2017-05-28","Second Class","467.04","4","0.20","58.38",NULL
"4971","2018-11-06","2018-11-09","First Class","207.98","2","0.20","-28.60",NULL
"4972","2018-11-06","2018-11-09","First Class","36.11","2","0.20","12.64",NULL
"4973","2018-11-06","2018-11-09","First Class","35.57","2","0.20","5.78",NULL
"4974","2018-11-06","2018-11-09","First Class","88.77","2","0.20","31.07",NULL
"4976","2017-09-18","2017-09-23","Second Class","717.12","9","0.20","152.39",NULL
"4977","2017-12-07","2017-12-09","First Class","21.36","5","0.20","7.21",NULL
"4978","2017-12-07","2017-12-09","First Class","6.69","2","0.20","2.34",NULL
"4980","2018-12-09","2018-12-13","Second Class","20.57","3","0.20","1.54",NULL
"4981","2018-12-09","2018-12-13","Second Class","4.36","2","0.80","-11.76",NULL
"4982","2018-12-09","2018-12-13","Second Class","19.04","4","0.20","-1.43",NULL
"4985","2017-09-06","2017-09-10","Standard Class","7.24","5","0.20","1.18",NULL
"4987","2018-04-24","2018-04-28","Standard Class","15.55","3","0.20","5.44",NULL
"4988","2018-04-24","2018-04-28","Standard Class","1325.76","6","0.20","149.15",NULL
"4989","2018-04-24","2018-04-28","Standard Class","3.11","2","0.70","-2.18",NULL
"4990","2019-08-31","2019-09-04","Standard Class","6.67","3","0.20","2.17",NULL
"4991","2019-08-31","2019-09-04","Standard Class","689.41","4","0.20","77.56",NULL
"4992","2019-12-07","2019-12-13","Standard Class","1889.99","5","0.80","-2929.48",NULL
"4993","2017-12-18","2017-12-25","Standard Class","55.94","8","0.20","18.88",NULL
"4994","2017-12-18","2017-12-25","Standard Class","18.43","8","0.20","5.99",NULL
"4995","2017-12-18","2017-12-25","Standard Class","20.32","5","0.20","3.56",NULL
"4996","2016-11-04","2016-11-10","Standard Class","52.06","4","0.20","18.87",NULL
"4997","2019-03-10","2019-03-15","Standard Class","48.78","1","0.20","3.66",NULL
"4998","2019-03-10","2019-03-15","Standard Class","13.09","4","0.70","-10.04",NULL
"4999","2018-01-31","2018-02-04","Standard Class","109.59","1","0.20","8.22",NULL
"5009","2017-09-07","2017-09-14","Standard Class","9.52","1","0.70","-6.98",NULL
"5010","2017-09-07","2017-09-14","Standard Class","791.96","6","0.40","-131.99",NULL
"5011","2017-09-07","2017-09-14","Standard Class","4.92","3","0.70","-3.94",NULL
"5012","2019-05-11","2019-05-13","First Class","209.98","7","0.70","-356.96",NULL
"5013","2019-07-21","2019-07-26","Standard Class","33.93","3","0.70","-22.62",NULL
"5014","2019-07-21","2019-07-26","Standard Class","222.32","7","0.20","25.01",NULL
"5015","2019-07-21","2019-07-26","Standard Class","210.56","6","0.40","-52.64",NULL
"5016","2016-11-24","2016-11-29","Standard Class","35.17","7","0.20","9.67",NULL
"5017","2016-11-24","2016-11-29","Standard Class","1502.38","4","0.40","-250.40",NULL
"5029","2016-09-02","2016-09-07","Second Class","239.98","3","0.20","53.99",NULL
"5032","2019-01-29","2019-02-02","Standard Class","119.62","8","0.20","40.37",NULL
"5038","2019-11-17","2019-11-21","Second Class","239.96","5","0.20","83.99",NULL
"5039","2017-07-11","2017-07-12","First Class","199.84","4","0.30","-37.11",NULL
"5047","2018-11-10","2018-11-13","Second Class","5.18","3","0.20","1.81",NULL
"5049","2016-03-31","2016-04-04","Standard Class","8.13","7","0.80","-13.83",NULL
"5050","2016-03-31","2016-04-04","Standard Class","79.98","2","0.20","14.00",NULL
"5052","2017-11-07","2017-11-11","Standard Class","24.40","2","0.20","7.93",NULL
"5054","2017-01-03","2017-01-08","Second Class","398.40","5","0.20","84.66",NULL
"5055","2017-01-03","2017-01-08","Second Class","7.06","3","0.20","0.79",NULL
"5056","2017-01-03","2017-01-08","Second Class","1352.40","9","0.30","-437.54",NULL
"5059","2018-04-03","2018-04-07","Standard Class","99.85","9","0.70","-83.21",NULL
"5066","2019-11-30","2019-12-07","Standard Class","383.98","3","0.20","81.59",NULL
"5067","2019-11-30","2019-12-07","Standard Class","1781.68","7","0.40","-653.28",NULL
"5070","2016-08-08","2016-08-12","Standard Class","167.54","3","0.10","37.23",NULL
"5075","2019-04-25","2019-04-29","Second Class","13.90","2","0.20","4.52",NULL
"5076","2016-04-20","2016-04-22","Second Class","744.10","5","0.30","-95.67",NULL
"5077","2016-04-20","2016-04-22","Second Class","44.84","5","0.20","5.61",NULL
"5078","2016-04-20","2016-04-22","Second Class","401.59","2","0.30","-131.95",NULL
"5080","2019-11-25","2019-11-29","Standard Class","359.50","3","0.20","-29.61",NULL
"5082","2017-12-18","2017-12-18","Same Day","20.74","4","0.20","7.26",NULL
"5083","2018-09-08","2018-09-12","Standard Class","35.17","4","0.20","8.35",NULL
"5084","2018-09-08","2018-09-12","Standard Class","64.70","3","0.20","23.46",NULL
"5086","2017-06-19","2017-06-23","Standard Class","5.79","2","0.80","-9.56",NULL
"5087","2017-03-05","2017-03-09","Standard Class","466.16","7","0.40","-93.23",NULL
"5088","2017-03-05","2017-03-09","Standard Class","10.31","1","0.20","-1.29",NULL
"5089","2017-03-05","2017-03-09","Standard Class","2.56","3","0.70","-1.79",NULL
"5090","2019-08-04","2019-08-07","First Class","7.97","2","0.20","2.89",NULL
"5091","2019-08-04","2019-08-07","First Class","8.78","1","0.20","3.18",NULL
"5092","2019-12-30","2020-01-03","Standard Class","3.02","3","0.20","-0.60",NULL
"5094","2016-12-06","2016-12-10","Standard Class","14.02","4","0.80","-31.54","1"
"5095","2016-12-06","2016-12-10","Standard Class","214.95","5","0.50","-120.37","1"
"5096","2016-12-06","2016-12-10","Standard Class","35.04","4","0.20","-7.01","1"
"5097","2016-12-06","2016-12-10","Standard Class","10.78","3","0.60","-4.85","1"
"5098","2016-12-06","2016-12-10","Standard Class","4.60","2","0.80","-8.05","1"
"5099","2016-12-06","2016-12-10","Standard Class","35.17","2","0.20","-8.35","1"
"5100","2017-08-07","2017-08-12","Standard Class","19.15","3","0.20","6.46",NULL
"5101","2016-03-17","2016-03-17","Same Day","4.45","2","0.20","0.33",NULL
"5102","2016-03-17","2016-03-17","Same Day","5.18","1","0.20","1.88",NULL
"5103","2016-03-17","2016-03-17","Same Day","15.55","3","0.20","5.44",NULL
"5104","2017-03-26","2017-03-30","Second Class","40.03","6","0.20","12.51",NULL
"5105","2017-03-26","2017-03-30","Second Class","16.78","3","0.20","5.03",NULL
"5106","2016-12-14","2016-12-20","Standard Class","186.30","4","0.20","13.97",NULL
"5108","2019-04-25","2019-04-26","First Class","42.05","9","0.20","5.26",NULL
"5109","2019-04-25","2019-04-26","First Class","67.92","5","0.20","6.79",NULL
"5110","2016-10-18","2016-10-22","Standard Class","52.51","6","0.20","19.69",NULL
"5111","2016-10-18","2016-10-22","Standard Class","186.91","6","0.20","-35.05",NULL
"5112","2016-10-18","2016-10-22","Standard Class","10.05","4","0.20","3.14",NULL
"5113","2017-11-13","2017-11-13","Same Day","17.50","9","0.60","-7.44",NULL
"5114","2018-01-31","2018-02-02","Second Class","15.55","3","0.20","5.44",NULL
"5115","2018-11-17","2018-11-22","Standard Class","10.78","3","0.20","3.37",NULL
"5116","2019-07-25","2019-07-29","Standard Class","3.30","1","0.20","1.07",NULL
"5120","2017-09-26","2017-10-03","Standard Class","79.06","9","0.20","28.66",NULL
"5125","2016-09-14","2016-09-14","Same Day","464.29","9","0.40","-108.33","1"
"5133","2017-06-21","2017-06-27","Standard Class","107.98","3","0.20","37.79",NULL
"5135","2019-11-26","2019-11-30","Standard Class","93.34","4","0.20","32.67",NULL
"5137","2017-12-14","2017-12-19","Standard Class","8.10","2","0.20","2.73",NULL
"5142","2018-04-01","2018-04-05","Standard Class","1317.49","6","0.10","292.78",NULL
"5144","2018-04-01","2018-04-05","Standard Class","3.59","1","0.20","1.12",NULL
"5148","2019-12-24","2019-12-31","Standard Class","8.54","4","0.20","1.92",NULL
"5149","2019-12-24","2019-12-31","Standard Class","842.38","3","0.20","105.30",NULL
"5153","2016-06-30","2016-07-06","Standard Class","2.69","1","0.20","0.84",NULL
"5157","2019-06-30","2019-07-04","Second Class","1001.58","2","0.20","125.20",NULL
"5158","2019-06-30","2019-07-04","Second Class","569.06","3","0.30","-178.85",NULL
"5159","2019-06-30","2019-07-04","Second Class","14.22","2","0.60","-10.31",NULL
"5160","2017-10-26","2017-10-30","Second Class","105.58","2","0.20","9.24",NULL
"5161","2017-10-26","2017-10-30","Second Class","68.72","2","0.20","-14.60",NULL
"5164","2017-07-06","2017-07-11","Standard Class","170.35","3","0.20","-17.04","1"
"5174","2017-03-08","2017-03-10","First Class","3.41","1","0.20","0.89",NULL
"5175","2019-10-19","2019-10-24","Standard Class","2.07","2","0.80","-3.52",NULL
"5176","2019-10-19","2019-10-24","Standard Class","328.40","3","0.30","-91.76",NULL
"5177","2018-11-05","2018-11-08","First Class","53.25","2","0.20","19.97",NULL
"5178","2018-12-26","2018-12-30","Standard Class","4.99","3","0.20","1.68",NULL
"5180","2017-04-13","2017-04-19","Standard Class","258.58","2","0.20","19.39",NULL
"5186","2017-10-10","2017-10-15","Standard Class","1801.63","6","0.20","-337.81",NULL
"5187","2017-11-27","2017-12-03","Standard Class","748.75","8","0.40","-162.23",NULL
"5190","2019-11-14","2019-11-18","Standard Class","167.95","6","0.20","-27.29","1"
"5191","2019-11-14","2019-11-18","Standard Class","45.04","2","0.20","4.50","1"
"5198","2016-05-10","2016-05-15","Standard Class","43.60","5","0.20","4.36",NULL
"5199","2018-03-03","2018-03-08","Standard Class","3930.07","3","0.20","-786.01",NULL
"5200","2018-03-03","2018-03-08","Standard Class","2.30","1","0.20","0.78",NULL
"5201","2018-03-03","2018-03-08","Standard Class","431.98","3","0.20","32.40",NULL
"5202","2018-03-03","2018-03-08","Standard Class","41.72","7","0.20","5.74",NULL
"5226","2018-06-21","2018-06-26","Standard Class","36.56","5","0.20","12.80",NULL
"5227","2018-06-21","2018-06-26","Standard Class","186.14","6","0.20","60.50",NULL
"5228","2018-06-21","2018-06-26","Standard Class","353.57","2","0.20","-44.20",NULL
"5230","2019-03-19","2019-03-22","Second Class","14.62","2","0.20","5.12",NULL
"5231","2019-03-19","2019-03-22","Second Class","697.16","5","0.20","8.71",NULL
"5233","2019-03-19","2019-03-22","Second Class","27.50","7","0.20","9.28",NULL
"5235","2019-08-22","2019-08-23","First Class","210.01","1","0.20","2.63",NULL
"5241","2018-09-11","2018-09-17","Standard Class","39.87","2","0.20","12.96",NULL
"5243","2019-08-04","2019-08-08","Standard Class","3.32","3","0.80","-5.64",NULL
"5245","2018-08-02","2018-08-04","Second Class","136.46","2","0.20","15.35",NULL
"5246","2018-08-02","2018-08-04","Second Class","333.58","3","0.20","33.36",NULL
"5247","2018-08-02","2018-08-04","Second Class","12.54","2","0.20","4.70",NULL
"5248","2017-05-21","2017-05-27","Standard Class","20.77","8","0.80","-52.96",NULL
"5250","2017-04-16","2017-04-21","Standard Class","12.58","4","0.20","4.09",NULL
"5254","2016-03-07","2016-03-11","Second Class","107.65","2","0.20","33.64",NULL
"5255","2017-03-05","2017-03-07","Second Class","99.37","2","0.30","-7.10",NULL
"5256","2017-03-05","2017-03-07","Second Class","33.57","2","0.20","-5.45",NULL
"5260","2019-10-20","2019-10-26","Standard Class","45.53","3","0.20","15.93",NULL
"5261","2016-09-07","2016-09-10","First Class","196.78","3","0.20","14.76",NULL
"5262","2016-09-07","2016-09-10","First Class","2.92","2","0.80","-4.82",NULL
"5263","2016-09-07","2016-09-10","First Class","200.80","1","0.30","-22.95",NULL
"5264","2016-09-07","2016-09-10","First Class","46.69","4","0.20","-2.92",NULL
"5265","2016-09-07","2016-09-10","First Class","21.86","3","0.20","3.55",NULL
"5273","2019-01-16","2019-01-16","Same Day","399.67","7","0.20","-14.99",NULL
"5274","2018-11-26","2018-11-29","First Class","3.74","4","0.70","-2.62",NULL
"5278","2016-09-13","2016-09-17","Standard Class","340.12","6","0.30","-9.72",NULL
"5286","2019-05-05","2019-05-06","First Class","21.24","9","0.20","7.43",NULL
"5287","2019-05-05","2019-05-06","First Class","9.55","8","0.70","-7.32",NULL
"5288","2019-05-05","2019-05-06","First Class","89.99","3","0.70","-152.98",NULL
"5290","2016-09-08","2016-09-15","Standard Class","17.90","2","0.20","6.27",NULL
"5291","2016-09-08","2016-09-15","Standard Class","966.70","5","0.30","-13.81",NULL
"5292","2016-09-08","2016-09-15","Standard Class","182.11","6","0.20","61.46",NULL
"5293","2019-06-20","2019-06-23","First Class","4.46","1","0.20","0.33",NULL
"5294","2017-12-26","2017-12-30","Standard Class","51.59","1","0.40","-15.48",NULL
"5296","2019-03-04","2019-03-09","Standard Class","89.57","2","0.20","32.47",NULL
"5304","2016-11-16","2016-11-20","Standard Class","37.30","2","0.30","-1.07",NULL
"5305","2016-09-21","2016-09-23","First Class","8.54","2","0.60","-7.48",NULL
"5309","2019-11-19","2019-11-21","First Class","191.06","3","0.30","-46.40",NULL
"5310","2019-11-19","2019-11-21","First Class","13.04","5","0.20","3.91",NULL
"5311","2019-11-19","2019-11-21","First Class","1525.19","6","0.80","-2287.78",NULL
"5312","2018-08-21","2018-08-27","Standard Class","9.22","4","0.20","3.34",NULL
"5313","2018-08-21","2018-08-27","Standard Class","28.05","2","0.20","3.51",NULL
"5316","2018-05-02","2018-05-08","Standard Class","187.06","9","0.20","11.69",NULL
"5317","2019-10-02","2019-10-05","First Class","11.81","2","0.20","1.33",NULL
"5318","2019-10-02","2019-10-05","First Class","9.66","1","0.20","1.57",NULL
"5319","2019-10-02","2019-10-05","First Class","20.74","4","0.20","7.26",NULL
"5320","2019-10-02","2019-10-05","First Class","27.36","3","0.70","-21.89",NULL
"5321","2019-10-02","2019-10-05","First Class","2314.12","7","0.40","-1002.78",NULL
"5322","2019-10-02","2019-10-05","First Class","34.24","4","0.70","-26.25",NULL
"5323","2019-10-02","2019-10-05","First Class","19.76","2","0.20","5.93",NULL
"5329","2017-03-05","2017-03-09","Standard Class","31.92","2","0.20","2.39",NULL
"5330","2018-12-25","2018-12-28","Second Class","33.57","2","0.20","11.75",NULL
"5332","2018-09-04","2018-09-08","Standard Class","60.60","5","0.20","20.45",NULL
"5337","2017-05-21","2017-05-25","Standard Class","26.98","4","0.20","8.77",NULL
"5338","2019-10-16","2019-10-21","Standard Class","307.78","7","0.20","111.57",NULL
"5343","2016-11-21","2016-11-27","Standard Class","1.63","1","0.20","0.55",NULL
"5344","2016-11-21","2016-11-27","Standard Class","267.96","5","0.20","16.75",NULL
"5347","2019-03-21","2019-03-23","Second Class","10.90","3","0.20","3.95",NULL
"5348","2019-03-21","2019-03-23","Second Class","8.54","2","0.20","2.88",NULL
"5351","2019-12-09","2019-12-16","Standard Class","143.86","9","0.20","48.55",NULL
"5352","2018-09-06","2018-09-12","Standard Class","41.92","4","0.20","15.20",NULL
"5353","2018-09-06","2018-09-12","Standard Class","329.58","2","0.20","37.08",NULL
"5355","2016-05-13","2016-05-19","Standard Class","279.46","6","0.20","20.96",NULL
"5357","2018-09-29","2018-10-03","Standard Class","27.24","5","0.20","9.53",NULL
"5361","2019-04-14","2019-04-18","Standard Class","198.27","8","0.20","-32.22",NULL
"5362","2019-06-09","2019-06-10","First Class","720.76","5","0.20","54.06",NULL
"5365","2016-01-18","2016-01-21","Second Class","64.86","4","0.20","6.49",NULL
"5366","2018-11-20","2018-11-24","Standard Class","151.19","1","0.20","13.23",NULL
"5367","2019-06-10","2019-06-15","Standard Class","88.78","3","0.20","7.77",NULL
"5370","2019-09-10","2019-09-13","First Class","85.06","3","0.20","28.71",NULL
"5373","2017-10-24","2017-10-30","Standard Class","15.55","3","0.20","5.44",NULL
"5374","2017-10-24","2017-10-30","Standard Class","347.36","7","0.30","-69.47",NULL
"5375","2017-10-24","2017-10-30","Standard Class","10.37","2","0.20","3.63",NULL
"5378","2016-12-05","2016-12-07","First Class","348.49","7","0.20","117.61",NULL
"5379","2016-12-05","2016-12-07","First Class","172.74","4","0.20","-30.23",NULL
"5381","2018-08-14","2018-08-18","Standard Class","105.55","6","0.20","35.62",NULL
"5382","2018-09-05","2018-09-07","Second Class","25.92","5","0.20","9.07",NULL
"5383","2018-09-05","2018-09-07","Second Class","15.81","8","0.20","5.34",NULL
"5384","2018-09-05","2018-09-07","Second Class","10.37","2","0.20","3.76",NULL
"5385","2019-06-26","2019-07-03","Standard Class","358.20","3","0.40","41.79",NULL
"5386","2019-06-26","2019-07-03","Standard Class","545.92","14","0.40","72.79",NULL
"5388","2019-02-18","2019-02-21","Second Class","167.98","3","0.20","10.50",NULL
"5391","2019-11-10","2019-11-12","Second Class","26.35","3","0.20","9.55",NULL
"5399","2018-09-27","2018-10-02","Standard Class","2.91","3","0.70","-2.03",NULL
"5400","2018-04-09","2018-04-14","Standard Class","556.67","5","0.20","6.55",NULL
"5403","2019-08-24","2019-08-29","Standard Class","24.67","4","0.20","7.71",NULL
"5404","2019-08-24","2019-08-29","Standard Class","3.74","1","0.20","1.31",NULL
"5405","2018-02-22","2018-02-26","Standard Class","445.96","5","0.20","55.75",NULL
"5409","2019-12-08","2019-12-14","Standard Class","22.42","1","0.20","8.41",NULL
"5410","2019-12-08","2019-12-14","Standard Class","90.48","3","0.20","33.93",NULL
"5412","2019-09-18","2019-09-22","Standard Class","10.08","7","0.20","3.53",NULL
"5415","2019-09-23","2019-09-28","Standard Class","73.18","6","0.80","-197.58",NULL
"5416","2019-09-23","2019-09-28","Standard Class","20.74","4","0.20","7.26",NULL
"5417","2019-09-23","2019-09-28","Standard Class","39.98","2","0.20","-9.00",NULL
"5419","2017-10-23","2017-10-26","First Class","36.29","7","0.20","12.70",NULL
"5420","2017-10-23","2017-10-26","First Class","150.38","2","0.20","15.04",NULL
"5421","2018-03-31","2018-04-02","Second Class","280.78","3","0.40","-60.84","1"
"5422","2018-03-31","2018-04-02","Second Class","31.98","2","0.20","1.20","1"
"5423","2018-12-29","2019-01-02","Standard Class","11.23","3","0.20","3.93",NULL
"5428","2018-06-14","2018-06-14","Same Day","599.17","5","0.20","35.25",NULL
"5430","2016-09-05","2016-09-07","First Class","31.98","2","0.20","2.00",NULL
"5431","2019-10-21","2019-10-25","Standard Class","161.57","2","0.20","16.16",NULL
"5432","2019-10-21","2019-10-25","Standard Class","4.06","1","0.20","1.37",NULL
